test_name,true_category,true_label,transform,tokens_before,tokens_after,ws_tokens_before,ws_tokens_after,ws_frac_before,ws_frac_after,truncated_before,truncated_after,pred_before,pred_after,conf_before,conf_after,flipped
InterceptorTest.onRequest,5,non-flaky,strip indent,151,56,100,5,0.6623,0.0893,False,False,5,4,0.9507,0.6005,True
InterceptorTest.onRequest,5,non-flaky,trailing spaces,151,156,100,105,0.6623,0.6731,False,False,5,5,0.9507,0.9501,False
InterceptorTest.onRequest,5,non-flaky,remove blank lines,151,150,100,99,0.6623,0.66,False,False,5,5,0.9507,0.9499,False
QueryTest.queryWithRawQueryAndArguments,5,non-flaky,indent +4,455,512,253,332,0.556,0.6484,False,True,5,5,0.9512,0.9502,False
QueryTest.queryWithRawQueryAndArguments,5,non-flaky,strip indent,455,227,253,25,0.556,0.1101,False,False,5,0,0.9512,0.5482,True
QueryTest.queryWithRawQueryAndArguments,5,non-flaky,trailing spaces,455,483,253,281,0.556,0.5818,False,False,5,5,0.9512,0.9498,False
QueryTest.queryWithRawQueryAndArguments,5,non-flaky,remove blank lines,455,454,253,252,0.556,0.5551,False,False,5,5,0.9512,0.9509,False
MetaKeySetTest.testContents,5,non-flaky,indent +4,465,512,132,191,0.2839,0.373,False,True,5,5,0.9527,0.952,False
MetaKeySetTest.testContents,5,non-flaky,strip indent,465,350,132,17,0.2839,0.0486,False,False,5,3,0.9527,0.8115,True
MetaKeySetTest.testContents,5,non-flaky,trailing spaces,465,482,132,149,0.2839,0.3091,False,False,5,5,0.9527,0.952,False
MetaKeySetTest.testContents,5,non-flaky,remove blank lines,465,464,132,131,0.2839,0.2823,False,False,5,5,0.9527,0.9524,False
RocksDbKeyValueServiceTest.testCreateTables,5,non-flaky,indent +4,95,114,36,55,0.3789,0.4825,False,False,5,5,0.952,0.9517,False
RocksDbKeyValueServiceTest.testCreateTables,5,non-flaky,strip indent,95,64,36,5,0.3789,0.0781,False,False,5,4,0.952,0.3763,True
RocksDbKeyValueServiceTest.testCreateTables,5,non-flaky,trailing spaces,95,100,36,41,0.3789,0.41,False,False,5,5,0.952,0.9519,False
RocksDbKeyValueServiceTest.testCreateTables,5,non-flaky,remove blank lines,95,94,36,35,0.3789,0.3723,False,False,5,5,0.952,0.952,False
TestKafkaSystemAdminJava.testStartpointTimestampVisitorShouldResolveToCorrectOffset,5,non-flaky,indent +4,350,430,58,138,0.1657,0.3209,False,False,5,5,0.9528,0.9515,False
TestKafkaSystemAdminJava.testStartpointTimestampVisitorShouldResolveToCorrectOffset,5,non-flaky,strip indent,350,314,58,19,0.1657,0.0605,False,False,5,3,0.9528,0.2919,True
TestKafkaSystemAdminJava.testStartpointTimestampVisitorShouldResolveToCorrectOffset,5,non-flaky,trailing spaces,350,374,58,82,0.1657,0.2193,False,False,5,5,0.9528,0.9518,False
TestKafkaSystemAdminJava.testStartpointTimestampVisitorShouldResolveToCorrectOffset,5,non-flaky,remove blank lines,350,349,58,57,0.1657,0.1633,False,False,5,5,0.9528,0.9526,False
ChineseSerializationITest.testChineseSerialization,5,non-flaky,indent +4,512,512,141,214,0.2754,0.418,True,True,5,5,0.9528,0.9515,False
ChineseSerializationITest.testChineseSerialization,5,non-flaky,strip indent,512,512,141,37,0.2754,0.0723,True,True,5,4,0.9528,0.7493,True
ChineseSerializationITest.testChineseSerialization,5,non-flaky,trailing spaces,512,512,141,165,0.2754,0.3223,True,True,5,5,0.9528,0.9527,False
ChineseSerializationITest.testChineseSerialization,5,non-flaky,remove blank lines,512,512,141,142,0.2754,0.2773,True,True,5,5,0.9528,0.9529,False
StartAndStopLatchTest.shouldReturnFalseWhenAwaitingForDependentLatchToComplete,5,non-flaky,indent +4,224,272,84,132,0.375,0.4853,False,False,5,5,0.949,0.9492,False
StartAndStopLatchTest.shouldReturnFalseWhenAwaitingForDependentLatchToComplete,5,non-flaky,strip indent,224,155,84,12,0.375,0.0774,False,False,5,0,0.949,0.6767,True
StartAndStopLatchTest.shouldReturnFalseWhenAwaitingForDependentLatchToComplete,5,non-flaky,trailing spaces,224,237,84,97,0.375,0.4093,False,False,5,5,0.949,0.9483,False
StartAndStopLatchTest.shouldReturnFalseWhenAwaitingForDependentLatchToComplete,5,non-flaky,remove blank lines,224,223,84,83,0.375,0.3722,False,False,5,5,0.949,0.9487,False
CouchbaseTemplateQueryIntegrationTests.beforeEach,5,non-flaky,indent +4,195,239,11,55,0.0564,0.2301,False,False,5,5,0.9474,0.9518,False
CouchbaseTemplateQueryIntegrationTests.beforeEach,5,non-flaky,strip indent,195,176,11,11,0.0564,0.0625,False,False,5,4,0.9474,0.6544,True
CouchbaseTemplateQueryIntegrationTests.beforeEach,5,non-flaky,trailing spaces,195,207,11,23,0.0564,0.1111,False,False,5,5,0.9474,0.9498,False
CouchbaseTemplateQueryIntegrationTests.beforeEach,5,non-flaky,remove blank lines,195,194,11,10,0.0564,0.0515,False,False,5,5,0.9474,0.9476,False
N1qlQueryCreatorTests.beforeEach,5,non-flaky,indent +4,62,81,6,25,0.0968,0.3086,False,False,5,5,0.9459,0.9516,False
N1qlQueryCreatorTests.beforeEach,5,non-flaky,strip indent,62,52,6,5,0.0968,0.0962,False,False,5,4,0.9459,0.9159,True
N1qlQueryCreatorTests.beforeEach,5,non-flaky,trailing spaces,62,67,6,11,0.0968,0.1642,False,False,5,5,0.9459,0.9488,False
N1qlQueryCreatorTests.beforeEach,5,non-flaky,remove blank lines,62,61,6,5,0.0968,0.082,False,False,5,5,0.9459,0.947,False
TextUtilsTest.testMaximalPrefix,5,non-flaky,indent +4,391,481,148,238,0.3785,0.4948,False,False,5,5,0.9525,0.9512,False
TextUtilsTest.testMaximalPrefix,5,non-flaky,strip indent,391,265,148,22,0.3785,0.083,False,False,5,3,0.9525,0.8583,True
TextUtilsTest.testMaximalPrefix,5,non-flaky,trailing spaces,391,416,148,173,0.3785,0.4159,False,False,5,5,0.9525,0.9519,False
TextUtilsTest.testMaximalPrefix,5,non-flaky,remove blank lines,391,390,148,147,0.3785,0.3769,False,False,5,5,0.9525,0.9521,False
DeployPropertyPageTest.testCorrectPanelIsShownForFacetedProject,5,non-flaky,indent +4,310,389,116,195,0.3742,0.5013,False,False,5,5,0.9522,0.9512,False
DeployPropertyPageTest.testCorrectPanelIsShownForFacetedProject,5,non-flaky,strip indent,310,218,116,20,0.3742,0.0917,False,False,5,4,0.9522,0.8939,True
DeployPropertyPageTest.testCorrectPanelIsShownForFacetedProject,5,non-flaky,trailing spaces,310,330,116,136,0.3742,0.4121,False,False,5,5,0.9522,0.9513,False
DeployPropertyPageTest.testCorrectPanelIsShownForFacetedProject,5,non-flaky,remove blank lines,310,309,116,115,0.3742,0.3722,False,False,5,5,0.9522,0.9519,False
AjpClientTestCase.run,5,non-flaky,indent +4,416,484,228,296,0.5481,0.6116,False,False,5,5,0.9503,0.9497,False
AjpClientTestCase.run,5,non-flaky,strip indent,416,205,228,17,0.5481,0.0829,False,False,5,0,0.9503,0.9056,True
AjpClientTestCase.run,5,non-flaky,trailing spaces,416,434,228,246,0.5481,0.5668,False,False,5,5,0.9503,0.9476,False
AjpClientTestCase.run,5,non-flaky,remove blank lines,416,415,228,227,0.5481,0.547,False,False,5,5,0.9503,0.9501,False
InterceptorTest.getNumberOfResultsWithQuery,5,non-flaky,indent +4,223,266,156,199,0.6996,0.7481,False,False,5,5,0.951,0.9505,False
InterceptorTest.getNumberOfResultsWithQuery,5,non-flaky,strip indent,223,78,156,11,0.6996,0.141,False,False,5,0,0.951,0.7795,True
InterceptorTest.getNumberOfResultsWithQuery,5,non-flaky,trailing spaces,223,234,156,167,0.6996,0.7137,False,False,5,5,0.951,0.9491,False
InterceptorTest.getNumberOfResultsWithQuery,5,non-flaky,remove blank lines,223,222,156,155,0.6996,0.6982,False,False,5,5,0.951,0.9507,False
EncryptionControllerTests.shouldThrowExceptionOnDecryptInvalidData,5,non-flaky,indent +4,88,107,6,25,0.0682,0.2336,False,False,5,5,0.9487,0.9516,False
EncryptionControllerTests.shouldThrowExceptionOnDecryptInvalidData,5,non-flaky,strip indent,88,76,6,5,0.0682,0.0658,False,False,5,4,0.9487,0.9137,True
EncryptionControllerTests.shouldThrowExceptionOnDecryptInvalidData,5,non-flaky,trailing spaces,88,93,6,11,0.0682,0.1183,False,False,5,5,0.9487,0.9506,False
EncryptionControllerTests.shouldThrowExceptionOnDecryptInvalidData,5,non-flaky,remove blank lines,88,87,6,5,0.0682,0.0575,False,False,5,5,0.9487,0.9493,False
RocksDbKeyValueServiceTest.testMetadata,5,non-flaky,indent +4,94,113,36,55,0.383,0.4867,False,False,5,5,0.9521,0.9517,False
RocksDbKeyValueServiceTest.testMetadata,5,non-flaky,strip indent,94,63,36,5,0.383,0.0794,False,False,5,3,0.9521,0.3371,True
RocksDbKeyValueServiceTest.testMetadata,5,non-flaky,trailing spaces,94,99,36,41,0.383,0.4141,False,False,5,5,0.9521,0.952,False
RocksDbKeyValueServiceTest.testMetadata,5,non-flaky,remove blank lines,94,93,36,35,0.383,0.3763,False,False,5,5,0.9521,0.9521,False
AbstractTransactionTest.testRangePagingBatchesReverse,5,non-flaky,indent +4,274,326,100,152,0.365,0.4663,False,False,5,5,0.9525,0.9513,False
AbstractTransactionTest.testRangePagingBatchesReverse,5,non-flaky,strip indent,274,187,100,13,0.365,0.0695,False,False,5,4,0.9525,0.5194,True
AbstractTransactionTest.testRangePagingBatchesReverse,5,non-flaky,trailing spaces,274,288,100,114,0.365,0.3958,False,False,5,5,0.9525,0.9515,False
AbstractTransactionTest.testRangePagingBatchesReverse,5,non-flaky,remove blank lines,274,273,100,99,0.365,0.3626,False,False,5,5,0.9525,0.9522,False
TokenAuthIntegTests.testExpiredTokensDeletedAfterExpiration,5,non-flaky,indent +4,512,512,235,281,0.459,0.5488,True,True,5,5,0.951,0.9505,False
TokenAuthIntegTests.testExpiredTokensDeletedAfterExpiration,5,non-flaky,strip indent,512,512,235,36,0.459,0.0703,True,True,5,0,0.951,0.5809,True
TokenAuthIntegTests.testExpiredTokensDeletedAfterExpiration,5,non-flaky,trailing spaces,512,512,235,258,0.459,0.5039,True,True,5,5,0.951,0.9506,False
TokenAuthIntegTests.testExpiredTokensDeletedAfterExpiration,5,non-flaky,remove blank lines,512,512,235,235,0.459,0.459,True,True,5,5,0.951,0.9509,False
TestViewfsWithNfs3.testNumExports,5,non-flaky,indent +4,60,75,18,33,0.3,0.44,False,False,5,5,0.9511,0.9518,False
TestViewfsWithNfs3.testNumExports,5,non-flaky,strip indent,60,46,18,4,0.3,0.087,False,False,5,4,0.9511,0.8991,True
TestViewfsWithNfs3.testNumExports,5,non-flaky,trailing spaces,60,64,18,22,0.3,0.3438,False,False,5,5,0.9511,0.9511,False
TestViewfsWithNfs3.testNumExports,5,non-flaky,remove blank lines,60,59,18,17,0.3,0.2881,False,False,5,5,0.9511,0.9512,False
SmtpRequestEncoderTest.testEncodeDataAndContent,5,non-flaky,indent +4,275,319,92,136,0.3345,0.4263,False,False,5,5,0.9517,0.9513,False
SmtpRequestEncoderTest.testEncodeDataAndContent,5,non-flaky,strip indent,275,194,92,11,0.3345,0.0567,False,False,5,4,0.9517,0.632,True
SmtpRequestEncoderTest.testEncodeDataAndContent,5,non-flaky,trailing spaces,275,287,92,104,0.3345,0.3624,False,False,5,5,0.9517,0.9509,False
SmtpRequestEncoderTest.testEncodeDataAndContent,5,non-flaky,remove blank lines,275,274,92,91,0.3345,0.3321,False,False,5,5,0.9517,0.9514,False
FileMetadataTest.testFileMetadataReadWriteAcrossFormats,5,non-flaky,indent +4,512,512,144,212,0.2812,0.4141,True,True,5,5,0.9495,0.9499,False
FileMetadataTest.testFileMetadataReadWriteAcrossFormats,5,non-flaky,strip indent,512,512,144,35,0.2812,0.0684,True,True,5,2,0.9495,0.7767,True
FileMetadataTest.testFileMetadataReadWriteAcrossFormats,5,non-flaky,trailing spaces,512,512,144,166,0.2812,0.3242,True,True,5,5,0.9495,0.9494,False
FileMetadataTest.testFileMetadataReadWriteAcrossFormats,5,non-flaky,remove blank lines,512,512,144,144,0.2812,0.2812,True,True,5,5,0.9495,0.9494,False
StringN1qlQueryCreatorTests.beforeEach,5,non-flaky,indent +4,98,121,7,30,0.0714,0.2479,False,False,5,5,0.9434,0.9511,False
StringN1qlQueryCreatorTests.beforeEach,5,non-flaky,strip indent,98,86,7,6,0.0714,0.0698,False,False,5,4,0.9434,0.9445,True
StringN1qlQueryCreatorTests.beforeEach,5,non-flaky,trailing spaces,98,104,7,13,0.0714,0.125,False,False,5,5,0.9434,0.9483,False
StringN1qlQueryCreatorTests.beforeEach,5,non-flaky,remove blank lines,98,97,7,6,0.0714,0.0619,False,False,5,5,0.9434,0.9445,False
OfflineClusterIntegrationTest.testDistinctCountHll,5,non-flaky,indent +4,512,512,101,181,0.1973,0.3535,True,True,5,5,0.9524,0.952,False
OfflineClusterIntegrationTest.testDistinctCountHll,5,non-flaky,strip indent,512,454,101,27,0.1973,0.0595,True,False,5,3,0.9524,0.4316,True
OfflineClusterIntegrationTest.testDistinctCountHll,5,non-flaky,trailing spaces,512,512,101,130,0.1973,0.2539,True,True,5,5,0.9524,0.9518,False
OfflineClusterIntegrationTest.testDistinctCountHll,5,non-flaky,remove blank lines,512,512,101,101,0.1973,0.1973,True,True,5,5,0.9524,0.9521,False
SmtpResponseDecoderTest.testDecodeTwoLineResponse,5,non-flaky,indent +4,232,289,92,149,0.3966,0.5156,False,False,5,5,0.9516,0.9507,False
SmtpResponseDecoderTest.testDecodeTwoLineResponse,5,non-flaky,strip indent,232,154,92,14,0.3966,0.0909,False,False,5,0,0.9516,0.8851,True
SmtpResponseDecoderTest.testDecodeTwoLineResponse,5,non-flaky,trailing spaces,232,248,92,108,0.3966,0.4355,False,False,5,5,0.9516,0.9506,False
SmtpResponseDecoderTest.testDecodeTwoLineResponse,5,non-flaky,remove blank lines,232,231,92,91,0.3966,0.3939,False,False,5,5,0.9516,0.9512,False
NettyRouterPipelineTest.channelRead,5,non-flaky,indent +4,399,483,184,268,0.4612,0.5549,False,False,5,5,0.9511,0.9506,False
NettyRouterPipelineTest.channelRead,5,non-flaky,strip indent,399,242,184,21,0.4612,0.0868,False,False,5,0,0.9511,0.5958,True
NettyRouterPipelineTest.channelRead,5,non-flaky,trailing spaces,399,421,184,206,0.4612,0.4893,False,False,5,5,0.9511,0.9489,False
NettyRouterPipelineTest.channelRead,5,non-flaky,remove blank lines,399,398,184,183,0.4612,0.4598,False,False,5,5,0.9511,0.9506,False
QueryTest.queryLimitOffsetQuantity,5,non-flaky,indent +4,485,512,280,348,0.5773,0.6797,False,True,5,5,0.9515,0.9504,False
QueryTest.queryLimitOffsetQuantity,5,non-flaky,strip indent,485,232,280,26,0.5773,0.1121,False,False,5,0,0.9515,0.452,True
QueryTest.queryLimitOffsetQuantity,5,non-flaky,trailing spaces,485,512,280,308,0.5773,0.6016,False,True,5,5,0.9515,0.9507,False
QueryTest.queryLimitOffsetQuantity,5,non-flaky,remove blank lines,485,484,280,279,0.5773,0.5764,False,False,5,5,0.9515,0.9511,False
TokenSequenceMatcherITest.testTokenSequenceOptimizeOrString,5,non-flaky,indent +4,512,512,28,53,0.0547,0.1035,True,True,5,5,0.9524,0.9527,False
TokenSequenceMatcherITest.testTokenSequenceOptimizeOrString,5,non-flaky,strip indent,512,512,28,7,0.0547,0.0137,True,True,5,3,0.9524,0.6021,True
TokenSequenceMatcherITest.testTokenSequenceOptimizeOrString,5,non-flaky,trailing spaces,512,512,28,35,0.0547,0.0684,True,True,5,5,0.9524,0.9527,False
TokenSequenceMatcherITest.testTokenSequenceOptimizeOrString,5,non-flaky,remove blank lines,512,512,28,28,0.0547,0.0547,True,True,5,5,0.9524,0.9525,False
CouchbaseTemplateQueryCollectionIntegrationTests.findByQueryOther,5,non-flaky,indent +4,230,281,14,65,0.0609,0.2313,False,False,5,5,0.9506,0.9511,False
CouchbaseTemplateQueryCollectionIntegrationTests.findByQueryOther,5,non-flaky,strip indent,230,193,14,13,0.0609,0.0674,False,False,5,0,0.9506,0.5345,True
CouchbaseTemplateQueryCollectionIntegrationTests.findByQueryOther,5,non-flaky,trailing spaces,230,243,14,27,0.0609,0.1111,False,False,5,5,0.9506,0.9508,False
CouchbaseTemplateQueryCollectionIntegrationTests.findByQueryOther,5,non-flaky,remove blank lines,230,229,14,13,0.0609,0.0568,False,False,5,5,0.9506,0.9504,False
WorkerSourceTaskTest.testCommitFailure,5,non-flaky,indent +4,512,512,230,298,0.4492,0.582,True,True,5,5,0.9501,0.95,False
WorkerSourceTaskTest.testCommitFailure,5,non-flaky,strip indent,512,350,230,43,0.4492,0.1229,True,False,5,0,0.9501,0.9257,True
WorkerSourceTaskTest.testCommitFailure,5,non-flaky,trailing spaces,512,512,230,251,0.4492,0.4902,True,True,5,5,0.9501,0.949,False
WorkerSourceTaskTest.testCommitFailure,5,non-flaky,remove blank lines,512,512,230,230,0.4492,0.4492,True,True,5,5,0.9501,0.9498,False
AbstractTestIntegrationSmokeTest.testJoinWithEmptySides,5,non-flaky,indent +4,284,323,72,111,0.2535,0.3437,False,False,5,5,0.9533,0.9522,False
AbstractTestIntegrationSmokeTest.testJoinWithEmptySides,5,non-flaky,strip indent,284,222,72,10,0.2535,0.045,False,False,5,3,0.9533,0.4949,True
AbstractTestIntegrationSmokeTest.testJoinWithEmptySides,5,non-flaky,trailing spaces,284,294,72,82,0.2535,0.2789,False,False,5,5,0.9533,0.9522,False
AbstractTestIntegrationSmokeTest.testJoinWithEmptySides,5,non-flaky,remove blank lines,284,283,72,71,0.2535,0.2509,False,False,5,5,0.9533,0.953,False
TestClientAccessPrivilege.testClientAccessPrivilegeForRemove,5,non-flaky,indent +4,382,504,94,216,0.2461,0.4286,False,False,5,5,0.9493,0.95,False
TestClientAccessPrivilege.testClientAccessPrivilegeForRemove,5,non-flaky,strip indent,382,317,94,29,0.2461,0.0915,False,False,5,0,0.9493,0.897,True
TestClientAccessPrivilege.testClientAccessPrivilegeForRemove,5,non-flaky,trailing spaces,382,418,94,130,0.2461,0.311,False,False,5,5,0.9493,0.9459,False
TestClientAccessPrivilege.testClientAccessPrivilegeForRemove,5,non-flaky,remove blank lines,382,381,94,93,0.2461,0.2441,False,False,5,5,0.9493,0.9475,False
DiscoveryClientConfigServiceBootstrapConfigurationTests.shouldRetryAndFailWithExceptionGetConfigServerInstanceFromDiscoveryClient,5,non-flaky,indent +4,138,183,10,55,0.0725,0.3005,False,False,5,5,0.9486,0.95,False
DiscoveryClientConfigServiceBootstrapConfigurationTests.shouldRetryAndFailWithExceptionGetConfigServerInstanceFromDiscoveryClient,5,non-flaky,strip indent,138,115,10,11,0.0725,0.0957,False,False,5,0,0.9486,0.8679,True
DiscoveryClientConfigServiceBootstrapConfigurationTests.shouldRetryAndFailWithExceptionGetConfigServerInstanceFromDiscoveryClient,5,non-flaky,trailing spaces,138,151,10,23,0.0725,0.1523,False,False,5,5,0.9486,0.9498,False
DiscoveryClientConfigServiceBootstrapConfigurationTests.shouldRetryAndFailWithExceptionGetConfigServerInstanceFromDiscoveryClient,5,non-flaky,remove blank lines,138,137,10,9,0.0725,0.0657,False,False,5,5,0.9486,0.9486,False
RowBucketIterableTest.testMultipleMissingDaysMultipleRowAtTheEnd,5,non-flaky,indent +4,512,512,113,198,0.2207,0.3867,True,True,5,5,0.9513,0.951,False
RowBucketIterableTest.testMultipleMissingDaysMultipleRowAtTheEnd,5,non-flaky,strip indent,512,482,113,40,0.2207,0.083,True,False,5,3,0.9513,0.8254,True
RowBucketIterableTest.testMultipleMissingDaysMultipleRowAtTheEnd,5,non-flaky,trailing spaces,512,512,113,146,0.2207,0.2852,True,True,5,5,0.9513,0.9507,False
RowBucketIterableTest.testMultipleMissingDaysMultipleRowAtTheEnd,5,non-flaky,remove blank lines,512,512,113,113,0.2207,0.2207,True,True,5,5,0.9513,0.9512,False
LLCRealtimeClusterIntegrationTest.testSegmentFlushSize,5,non-flaky,indent +4,182,217,46,81,0.2527,0.3733,False,False,5,5,0.953,0.952,False
LLCRealtimeClusterIntegrationTest.testSegmentFlushSize,5,non-flaky,strip indent,182,145,46,9,0.2527,0.0621,False,False,5,4,0.953,0.696,True
LLCRealtimeClusterIntegrationTest.testSegmentFlushSize,5,non-flaky,trailing spaces,182,191,46,55,0.2527,0.288,False,False,5,5,0.953,0.9522,False
LLCRealtimeClusterIntegrationTest.testSegmentFlushSize,5,non-flaky,remove blank lines,182,181,46,45,0.2527,0.2486,False,False,5,5,0.953,0.953,False
FastJsonViewTest.test5,5,non-flaky,indent +4,242,265,76,99,0.314,0.3736,False,False,5,5,0.9521,0.9511,False
FastJsonViewTest.test5,5,non-flaky,strip indent,242,173,76,6,0.314,0.0347,False,False,5,0,0.9521,0.7646,True
FastJsonViewTest.test5,5,non-flaky,trailing spaces,242,248,76,82,0.314,0.3306,False,False,5,5,0.9521,0.9508,False
FastJsonViewTest.test5,5,non-flaky,remove blank lines,242,241,76,75,0.314,0.3112,False,False,5,5,0.9521,0.9515,False
BigEndianCompositeByteBufTest.testInternalNioBufferAfterRelease,5,non-flaky,indent +4,56,67,20,31,0.3571,0.4627,False,False,5,5,0.9499,0.9508,False
BigEndianCompositeByteBufTest.testInternalNioBufferAfterRelease,5,non-flaky,strip indent,56,39,20,3,0.3571,0.0769,False,False,5,4,0.9499,0.9468,True
BigEndianCompositeByteBufTest.testInternalNioBufferAfterRelease,5,non-flaky,trailing spaces,56,59,20,23,0.3571,0.3898,False,False,5,5,0.9499,0.9505,False
BigEndianCompositeByteBufTest.testInternalNioBufferAfterRelease,5,non-flaky,remove blank lines,56,55,20,19,0.3571,0.3455,False,False,5,5,0.9499,0.95,False
JSONScannerTest.checkTime9,5,non-flaky,indent +4,512,512,123,233,0.2402,0.4551,True,True,5,5,0.9527,0.9525,False
JSONScannerTest.checkTime9,5,non-flaky,strip indent,512,451,123,38,0.2402,0.0843,True,False,5,4,0.9527,0.4,True
JSONScannerTest.checkTime9,5,non-flaky,trailing spaces,512,512,123,153,0.2402,0.2988,True,True,5,5,0.9527,0.9528,False
JSONScannerTest.checkTime9,5,non-flaky,remove blank lines,512,512,123,123,0.2402,0.2402,True,True,5,5,0.9527,0.9525,False
XmlItemTest.nameNumberTest,5,non-flaky,indent +4,39,50,20,31,0.5128,0.62,False,False,5,5,0.9509,0.951,False
XmlItemTest.nameNumberTest,5,non-flaky,strip indent,39,22,20,3,0.5128,0.1364,False,False,5,4,0.9509,0.7757,True
XmlItemTest.nameNumberTest,5,non-flaky,trailing spaces,39,42,20,23,0.5128,0.5476,False,False,5,5,0.9509,0.951,False
XmlItemTest.nameNumberTest,5,non-flaky,remove blank lines,39,38,20,19,0.5128,0.5,False,False,5,5,0.9509,0.9512,False
ConnectorClientPolicyIntegrationTest.testCreateWithAllowedOverridesForAllPolicy,5,non-flaky,indent +4,138,161,44,67,0.3188,0.4161,False,False,5,5,0.9508,0.951,False
ConnectorClientPolicyIntegrationTest.testCreateWithAllowedOverridesForAllPolicy,5,non-flaky,strip indent,138,101,44,6,0.3188,0.0594,False,False,5,4,0.9508,0.9366,True
ConnectorClientPolicyIntegrationTest.testCreateWithAllowedOverridesForAllPolicy,5,non-flaky,trailing spaces,138,144,44,50,0.3188,0.3472,False,False,5,5,0.9508,0.9513,False
ConnectorClientPolicyIntegrationTest.testCreateWithAllowedOverridesForAllPolicy,5,non-flaky,remove blank lines,138,137,44,43,0.3188,0.3139,False,False,5,5,0.9508,0.951,False
BaseDynamicPartitionPruningTest.testJoinLargeBuildSideRangeDynamicFiltering,5,non-flaky,indent +4,512,512,183,219,0.3574,0.4277,True,True,5,5,0.9518,0.9517,False
BaseDynamicPartitionPruningTest.testJoinLargeBuildSideRangeDynamicFiltering,5,non-flaky,strip indent,512,398,183,25,0.3574,0.0628,True,False,5,0,0.9518,0.53,True
BaseDynamicPartitionPruningTest.testJoinLargeBuildSideRangeDynamicFiltering,5,non-flaky,trailing spaces,512,512,183,192,0.3574,0.375,True,True,5,5,0.9518,0.9515,False
BaseDynamicPartitionPruningTest.testJoinLargeBuildSideRangeDynamicFiltering,5,non-flaky,remove blank lines,512,512,183,183,0.3574,0.3574,True,True,5,5,0.9518,0.9517,False
RowBucketIterableTest.testMultipleMissingDays,5,non-flaky,indent +4,462,512,104,211,0.2251,0.4121,False,True,5,5,0.9519,0.9507,False
RowBucketIterableTest.testMultipleMissingDays,5,non-flaky,strip indent,462,394,104,34,0.2251,0.0863,False,False,5,3,0.9519,0.8386,True
RowBucketIterableTest.testMultipleMissingDays,5,non-flaky,trailing spaces,462,503,104,145,0.2251,0.2883,False,False,5,5,0.9519,0.95,False
RowBucketIterableTest.testMultipleMissingDays,5,non-flaky,remove blank lines,462,461,104,103,0.2251,0.2234,False,False,5,5,0.9519,0.9511,False
ConfigServicePropertySourceLocatorTests.shouldThrowExceptionWhenNegativeReadTimeoutSet,5,non-flaky,indent +4,137,168,9,40,0.0657,0.2381,False,False,5,5,0.9443,0.9509,False
ConfigServicePropertySourceLocatorTests.shouldThrowExceptionWhenNegativeReadTimeoutSet,5,non-flaky,strip indent,137,121,9,8,0.0657,0.0661,False,False,5,4,0.9443,0.9278,True
ConfigServicePropertySourceLocatorTests.shouldThrowExceptionWhenNegativeReadTimeoutSet,5,non-flaky,trailing spaces,137,145,9,17,0.0657,0.1172,False,False,5,5,0.9443,0.9493,False
ConfigServicePropertySourceLocatorTests.shouldThrowExceptionWhenNegativeReadTimeoutSet,5,non-flaky,remove blank lines,137,136,9,8,0.0657,0.0588,False,False,5,5,0.9443,0.9453,False
TestRpcProgramNfs3.testRemove,5,non-flaky,indent +4,387,476,98,187,0.2532,0.3929,False,False,5,5,0.9492,0.95,False
TestRpcProgramNfs3.testRemove,5,non-flaky,strip indent,387,311,98,22,0.2532,0.0707,False,False,5,0,0.9492,0.8506,True
TestRpcProgramNfs3.testRemove,5,non-flaky,trailing spaces,387,411,98,122,0.2532,0.2968,False,False,5,5,0.9492,0.947,False
TestRpcProgramNfs3.testRemove,5,non-flaky,remove blank lines,387,386,98,97,0.2532,0.2513,False,False,5,5,0.9492,0.9481,False
EmptyByteBufTest.testIsReadable,5,non-flaky,indent +4,94,113,36,55,0.383,0.4867,False,False,5,5,0.9514,0.9515,False
EmptyByteBufTest.testIsReadable,5,non-flaky,strip indent,94,63,36,5,0.383,0.0794,False,False,5,4,0.9514,0.9143,True
EmptyByteBufTest.testIsReadable,5,non-flaky,trailing spaces,94,99,36,41,0.383,0.4141,False,False,5,5,0.9514,0.9517,False
EmptyByteBufTest.testIsReadable,5,non-flaky,remove blank lines,94,93,36,35,0.383,0.3763,False,False,5,5,0.9514,0.9516,False
BaseConnectorTest.testExplainAnalyzeVerbose,5,non-flaky,indent +4,153,176,40,63,0.2614,0.358,False,False,5,5,0.9524,0.9522,False
BaseConnectorTest.testExplainAnalyzeVerbose,5,non-flaky,strip indent,153,119,40,6,0.2614,0.0504,False,False,5,4,0.9524,0.6216,True
BaseConnectorTest.testExplainAnalyzeVerbose,5,non-flaky,trailing spaces,153,159,40,46,0.2614,0.2893,False,False,5,5,0.9524,0.9522,False
BaseConnectorTest.testExplainAnalyzeVerbose,5,non-flaky,remove blank lines,153,152,40,39,0.2614,0.2566,False,False,5,5,0.9524,0.9524,False
ConfigServicePropertySourceLocatorTests.sunnyDayWithLabelThatContainsASlash,5,non-flaky,indent +4,155,190,10,45,0.0645,0.2368,False,False,5,5,0.9494,0.9516,False
ConfigServicePropertySourceLocatorTests.sunnyDayWithLabelThatContainsASlash,5,non-flaky,strip indent,155,133,10,9,0.0645,0.0677,False,False,5,4,0.9494,0.8186,True
